,Unnamed: 0,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
1533,1533,관음동 소지숍,소지숍,초기값,31,25,대구 북구 칠곡중앙대로99길 30 1층 소지숍,"10:00 - 18:00
17:30 라스트오더",053-716-6552,https://www.instagram.com/sozishope,"""좋은 커피 좋은 만남 좋은 휴식이 하루를 웃음으로 가득하게 만들기를""",공사중,"{'친절해요': '19', '커피가 맛있어요': '16', '디저트가 맛있어요': '16', '인테리어가 멋져요': '11'}"
1534,1534,칠성동 반달커피 대구칠성침산점,반달커피 대구칠성침산점,초기값,61,2,대구 북구 칠성남로 100 상가 301동 102호,10:00 - 21:00,010-4885-9152,NO INFO,"""NO INFO""",공사중,"{'커피가 맛있어요': '34', '음료가 맛있어요': '27', '친절해요': '25', '디저트가 맛있어요': '21', '매장이 청결해요': '19', '가성비가 좋아요': '15', '특별한 메뉴가 있어요': '7', '인테리어가 멋져요': '6', '주차하기 편해요': '4', '대화하기 좋아요': '4', '사진이 잘 나와요': '3', '화장실이 깨끗해요': '3', '좌석이 편해요': '2', '집중하기 좋아요': '2'}"
1535,1535,칠성동 바로닐,바로닐,초기값,41,36,대구 북구 칠성남로 100 상가 302동 103호 카페바로닐,09:00 - 20:00,0507-1365-7271,https://www.instagram.com/varonil_coffee,"""저희 매장은 스페셜티커피를 여러분들에게 제공 하고자 노력하고 있습니다. 아늑한 분위기속에서 보다 나은 특별한 커피를 여유있게 즐겨주...""",공사중,"{'커피가 맛있어요': '26', '친절해요': '21', '인테리어가 멋져요': '15', '매장이 청결해요': '15', '디저트가 맛있어요': '12', '음료가 맛있어요': '10', '사진이 잘 나와요': '6', '집중하기 좋아요': '4', '특별한 메뉴가 있어요': '2', '뷰가 좋아요': '2', '좌석이 편해요': '1'}"
1536,1536,칠성동 루아커피,루아커피,4.48,68,초기값,대구 북구 칠성남로 129 1층,08:00 - 20:30,0507-1316-3021,https://instagram.com/lua_coffee_3021?igshid=12xe81fxst066,"""NO INFO""",공사중,"{'커피가 맛있어요': '34', '가성비가 좋아요': '11', '음료가 맛있어요': '7', '친절해요': '5', '집중하기 좋아요': '4', '대화하기 좋아요': '3', '디저트가 맛있어요': '2', '매장이 청결해요': '2', '인테리어가 멋져요': '1', '사진이 잘 나와요': '1', '특별한 메뉴가 있어요': '1'}"
1537,1537,칠성동 마시그래이 칠성시장점,마시그래이 칠성시장점,4.47,189,초기값,대구 북구 칠성남로30길 32,08:00 - 18:00,0507-1362-0866,NO INFO,"""NO INFO""",공사중,"{'커피가 맛있어요': '47', '가성비가 좋아요': '47', '음료가 맛있어요': '40', '친절해요': '36', '디저트가 맛있어요': '11'}"
1538,1538,칠성동 레스트커피룸,레스트커피룸,초기값,19,19,대구 북구 칠성로 37-9 레스트 커피 룸 1F,NO INFO,0507-1448-0700,https://www.instagram.com/restcoffeeroom,"""조용한 골목 사이의 조용한 카페입니다.

 일상 속의 작은 휴식 제공을 목표로 합니다.""",공사중,"{'커피가 맛있어요': '14', '친절해요': '13', '디저트가 맛있어요': '12', '인테리어가 멋져요': '12', '음료가 맛있어요': '10', '사진이 잘 나와요': '6', '가성비가 좋아요': '3', '매장이 청결해요': '3', '화장실이 깨끗해요': '3', '음악이 좋아요': '2', '특별한 메뉴가 있어요': '2', '대화하기 좋아요': '2', '뷰가 좋아요': '2', '차분한 분위기에요': '1', '좌석이 편해요': '1', '야외 공간이 멋져요': '1', '오래 머무르기 좋아요': '1'}"
1539,1539,고성동 더하당,더하당,초기값,126,41,대구 북구 칠성로 4 102호 더하당,NO INFO,0507-1362-7771,http://www.instagram.com/thehadang_cafe,"""일상에 작은 행복을 더하당+ 일상에 행복을 더해 줄 큼직한 쿠키를 굽는 더하당 입니다 :) 칠곡에서 '올드클로젯'으로 5년간 영업하고, 2022년 8월 8일 '더하당'으로 상호 변경 후 칠성고 건너편에 오픈하게 되었습니다 많은 방문 부탁드립니다 :)""",공사중,"{'디저트가 맛있어요': '101', '친절해요': '69', '커피가 맛있어요': '53', '음료가 맛있어요': '53', '매장이 청결해요': '36', '특별한 메뉴가 있어요': '30', '인테리어가 멋져요': '23', '가성비가 좋아요': '16', '사진이 잘 나와요': '15', '대화하기 좋아요': '13', '좌석이 편해요': '5', '화장실이 깨끗해요': '4', '집중하기 좋아요': '3', '뷰가 좋아요': '3', '빵이 맛있어요': '1'}"
1540,1540,칠성동 도와커피,도와커피,초기값,123,8,대구 북구 칠성로 41 1층 도와커피,"10:00 - 22:00
21:30 라스트오더",0507-1342-6586,https://www.instagram.com/dowacoffee/,"""도와에 또와!
너도 와! 도와커피입니다 :)
산격동 스시카덴 콜라보 영수증이벤트
음료 10% 할인 이벤트 진행 중!""",공사중,"{'친절해요': '68', '커피가 맛있어요': '55', '매장이 청결해요': '45', '디저트가 맛있어요': '27', '음료가 맛있어요': '21', '가성비가 좋아요': '20', '인테리어가 멋져요': '17', '대화하기 좋아요': '16', '좌석이 편해요': '14', '화장실이 깨끗해요': '8', '특별한 메뉴가 있어요': '7', '집중하기 좋아요': '6', '사진이 잘 나와요': '5', '아늑해요': '2'}"
1541,1541,칠성동 커피콩블랙빈,커피콩블랙빈,4.48,109,초기값,대구 북구 칠성로 43,08:00 - 24:00,053-357-2277,NO INFO,"""칠성동 수제청이 맛있는 햇살 따뜻한 카페""",공사중,"{'커피가 맛있어요': '39', '가성비가 좋아요': '28', '친절해요': '23', '음료가 맛있어요': '18', '디저트가 맛있어요': '14'}"
1542,1542,칠성동 북두칠성,북두칠성,4.57,32,초기값,대구 북구 칠성로17길 8,NO INFO,053-254-2478,NO INFO,"""NO INFO""",공사중,"{'가성비가 좋아요': '9', '친절해요': '6', '커피가 맛있어요': '5', '음료가 맛있어요': '5', '디저트가 맛있어요': '3', '매장이 청결해요': '2', '대화하기 좋아요': '2', '좌석이 편해요': '1', '인테리어가 멋져요': '1', '사진이 잘 나와요': '1', '특별한 메뉴가 있어요': '1', '화장실이 깨끗해요': '1'}"
1543,1543,원대동 세컨바닐라,세컨바닐라,4.8,42,10,대구 북구 침산남로 1,NO INFO,0507-1420-5922,https://www.instagram.com/vanilla__02/,"""노원동 테이크아웃 단체 전문점 세컨바닐라입니다""",공사중,"{'커피가 맛있어요': '15', '음료가 맛있어요': '7', '친절해요': '6', '인테리어가 멋져요': '4', '매장이 청결해요': '4', '특별한 메뉴가 있어요': '3', '집중하기 좋아요': '3', '디저트가 맛있어요': '2', '사진이 잘 나와요': '2', '가성비가 좋아요': '2', '대화하기 좋아요': '2'}"
1544,1544,침산1동 별들의다방 대구침산점,별들의다방 대구침산점,4.39,273,초기값,대구 북구 침산남로 122-6 라동 1층,09:00 - 21:00,053-351-7718,http://www.starincoffee.com,"""TAKE OUT 커피전문점입니다.""",공사중,"{'커피가 맛있어요': '71', '가성비가 좋아요': '62', '주차하기 편해요': '37', '음료가 맛있어요': '36', '친절해요': '32', '매장이 청결해요': '15', '대화하기 좋아요': '11', '좌석이 편해요': '7', '디저트가 맛있어요': '6', '특별한 메뉴가 있어요': '6', '인테리어가 멋져요': '5', '사진이 잘 나와요': '3', '집중하기 좋아요': '3', '화장실이 깨끗해요': '2', '뷰가 좋아요': '2'}"
1545,1545,침산3동 할리스 대구침산네거리점,할리스 대구침산네거리점,4.56,1545,22,대구 북구 침산남로 157,09:00 - 23:00,053-353-5544,http://www.hollys.co.kr/,"""다양한 토양과 기후에서 자란 커피 원두는 그 속에 각기 다른 맛과 향의 비밀을 숨기고 있습니다.
생두를 로스팅하여 에스프레소를 만드는 과정은 단순하고 평범해 보이지만, 사실은 로스팅과 추출법 등의 미묘하고 작은 차이가
커피 맛을 변화시킵니다.

원두에 숨겨진 이러한 커피의 비밀을 하나 하나 밝혀가면서 많은 사람들이 커피와 함께 소중한 순간을 즐기도록 해주는 것이
바로 할리스가 추구하는 [커피의 즐거움]입니다.

오늘도 할리스는 전세계의 커피 산지를 연구하고, 원두 본연의 맛을 살리기 위한 수많은 블랜딩을 개발하는 등 다양한
노력을 지속하고 있습니다. 커피가 주는 아름다움을 보다 많은 고객들이 즐길 수 있도록, 매 순간 의미 있는 작은 차이를
만들어가는 할리스가 되겠습니다.""",공사중,"{'커피가 맛있어요': '271', '집중하기 좋아요': '137', '음료가 맛있어요': '134', '매장이 청결해요': '108', '대화하기 좋아요': '100', '좌석이 편해요': '99', '친절해요': '86', '디저트가 맛있어요': '71', '인테리어가 멋져요': '45', '화장실이 깨끗해요': '37', '뷰가 좋아요': '25', '특별한 메뉴가 있어요': '23', '가성비가 좋아요': '21', '주차하기 편해요': '11', '사진이 잘 나와요': '8', '아늑해요': '1'}"
1546,1546,침산3동 하삼동커피 대구침산점,하삼동커피 침산점,4.5,273,초기값,대구 북구 침산남로 175 1층,NO INFO,0507-1403-6614,NO INFO,"""하삼동커피 대구침산점입니다.""",공사중,"{'커피가 맛있어요': '140', '가성비가 좋아요': '101', '음료가 맛있어요': '74', '친절해요': '70', '디저트가 맛있어요': '32'}"
1547,1547,침산2동 월드 베스트베스틴커피,월드베스트베스틴커피,4.38,59,초기값,대구 북구 침산남로 209,NO INFO,053-252-4113,NO INFO,"""NO INFO""",공사중,"{'친절해요': '21', '커피가 맛있어요': '12', '매장이 청결해요': '9', '음료가 맛있어요': '5', '좌석이 편해요': '4', '디저트가 맛있어요': '2', '주차하기 편해요': '2', '사진이 잘 나와요': '2', '특별한 메뉴가 있어요': '2', '대화하기 좋아요': '2', '뷰가 좋아요': '2', '인테리어가 멋져요': '1', '집중하기 좋아요': '1'}"
1548,1548,침산1동 더리터 대구침산점,더리터 침산점,4.6,406,초기값,대구 북구 침산남로 96,08:00 - 24:00,0507-1301-5619,http://instagram.com/the_liter_chimsan_245,"""NO INFO""",공사중,"{'커피가 맛있어요': '130', '가성비가 좋아요': '90', '음료가 맛있어요': '77', '친절해요': '63', '매장이 청결해요': '32'}"
1549,1549,침산2동 카페애하,애하,4.69,401,273,대구 북구 침산남로31길 18-1,NO INFO,010-2293-0762,https://www.instagram.com/,"""애하에서 사용하는 Cooing espresso blend는 이 탈리아 국제커피테이스팅 협회가 개최한 국제대 회에서 gold medal을 수상한 원두입니다 ...""",공사중,"{'인테리어가 멋져요': '104', '커피가 맛있어요': '72', '사진이 잘 나와요': '65', '친절해요': '54', '음료가 맛있어요': '51'}"
1550,1550,원대동 신신카페,신신카페,4.53,407,135,대구 북구 침산남로9길 20,11:00 - 22:00,070-7722-2298,http://www.instagram.com/sinsin_cafe,"""버터를 쓰지않고 매일 구워내는 스콘과 함께 저 당(low sugar)으로 자극적인 단맛은 줄였지만 맛 있는 음료를 제공함으로써 건강과 맛을 부...""",공사중,"{'커피가 맛있어요': '88', '디저트가 맛있어요': '58', '인테리어가 멋져요': '53', '매장이 청결해요': '45', '음료가 맛있어요': '44', '친절해요': '43', '좌석이 편해요': '36', '뷰가 좋아요': '36', '대화하기 좋아요': '35', '주차하기 편해요': '26', '사진이 잘 나와요': '22', '가성비가 좋아요': '16', '화장실이 깨끗해요': '16', '특별한 메뉴가 있어요': '12', '집중하기 좋아요': '7'}"
1551,1551,침산2동 더벤티 침산오페라점,더벤티 침산오페라점,4.9,328,5,대구 북구 침산로 100 오페라삼정그린코아더베스트,08:00 - 21:30,053-359-0480,http://theventi.co.kr/,"""*매장 운영 시간 및 휴무일은 매장 별로 상이합니다. *위 메뉴 금액은 Take out 구매 기준입니다.""",공사중,"{'커피가 맛있어요': '161', '가성비가 좋아요': '114', '음료가 맛있어요': '100', '친절해요': '53', '매장이 청결해요': '31', '디저트가 맛있어요': '28', '특별한 메뉴가 있어요': '16', '인테리어가 멋져요': '15', '대화하기 좋아요': '10', '좌석이 편해요': '7', '집중하기 좋아요': '6', '화장실이 깨끗해요': '6', '주차하기 편해요': '3', '뷰가 좋아요': '3', '사진이 잘 나와요': '2'}"
1552,1552,침산3동 매스커피 침산네거리점,매스커피 침산네거리점,4.62,287,초기값,대구 북구 침산로 144,NO INFO,070-8777-6767,NO INFO,"""매장앞 10분 정차 가능합니다. 미리 전화 주시면 음료 바로 픽업 가능합니다^^""",공사중,"{'커피가 맛있어요': '65', '가성비가 좋아요': '32', '음료가 맛있어요': '30', '친절해요': '30', '매장이 청결해요': '21', '특별한 메뉴가 있어요': '6', '인테리어가 멋져요': '5', '대화하기 좋아요': '4', '좌석이 편해요': '3', '집중하기 좋아요': '2', '디저트가 맛있어요': '1', '사진이 잘 나와요': '1'}"
1553,1553,침산3동 아마스빈 대구침산점,아마스빈 대구 침산점,4.49,305,초기값,대구 북구 침산로 152,NO INFO,053-341-7594,http://amasvin.com,"""NO INFO""",공사중,"{'음료가 맛있어요': '75', '친절해요': '42', '커피가 맛있어요': '26', '가성비가 좋아요': '26', '특별한 메뉴가 있어요': '16'}"
1554,1554,침산2동 더벤티 대구침산점,더벤티 대구침산점,4.39,565,초기값,대구 북구 침산로 153 101동 A6호,08:00 - 23:00,053-355-7773,http://theventi.co.kr/,"""*매장 운영 시간 및 휴무일은 매장 별로 상이합니다. *위 메뉴 금액은 Take out 구매 기준입니다.""",공사중,"{'커피가 맛있어요': '269', '가성비가 좋아요': '173', '음료가 맛있어요': '131', '친절해요': '80', '매장이 청결해요': '59', '특별한 메뉴가 있어요': '32', '디저트가 맛있어요': '30', '좌석이 편해요': '22', '대화하기 좋아요': '22', '인테리어가 멋져요': '9', '집중하기 좋아요': '9', '사진이 잘 나와요': '7', '뷰가 좋아요': '5', '주차하기 편해요': '3', '화장실이 깨끗해요': '3'}"
1555,1555,침산3동 레프트뱅크,레프트뱅크,3.79,93,12,"대구 북구 침산로 153 101동A4호(침산동,명성푸르지오)",08:00 - 23:50,053-352-2130,NO INFO,"""NO INFO""",공사중,"{'커피가 맛있어요': '45', '가성비가 좋아요': '36', '음료가 맛있어요': '35', '친절해요': '22', '특별한 메뉴가 있어요': '12'}"
1556,1556,침산2동 카페봄봄 침산점,카페봄봄 침산점,4.46,240,11,대구 북구 침산로 153 명성푸르지오,09:00 - 22:00,053-341-5184,NO INFO,"""NO INFO""",공사중,"{'커피가 맛있어요': '51', '음료가 맛있어요': '43', '가성비가 좋아요': '42', '친절해요': '36', '디저트가 맛있어요': '6'}"
1557,1557,침산2동 컴포즈커피 대구침산점,컴포즈커피 대구침산점,초기값,181,6,대구 북구 침산로 153 명성푸르지오 105동 1층 상가 C14호,"08:00 - 23:00
22:30 라스트오더",070-8823-4040,NO INFO,"""NO INFO""",공사중,"{'커피가 맛있어요': '38', '가성비가 좋아요': '32', '음료가 맛있어요': '24', '디저트가 맛있어요': '15', '친절해요': '11', '대화하기 좋아요': '10', '매장이 청결해요': '6', '좌석이 편해요': '4', '인테리어가 멋져요': '3', '주차하기 편해요': '3', '특별한 메뉴가 있어요': '3', '집중하기 좋아요': '2', '화장실이 깨끗해요': '1'}"
